Favorite-R/G,Favorite-PA,Favorite-AB,Favorite-H,Favorite-HR,Favorite-BB,Favorite-SO,Favorite-BA,Favorite-OBP,Favorite-SLG,Favorite-OPS,Favorite-TB,Favorite-HBP,Favorite-LOB,Result,Distance,R/G,PA,AB,H,HR,BB,SO,BA,OBP,SLG,OPS,TB,HBP,LOB,ERA_Starting,ERA_Opposing,WHIP_Starting,WHIP_Opposing,IP_Starting,IP_Opposing,K_Starting ,K_Opposing,HR_Starting,HR_Opposing
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1831.66,4.3,6066,5447,1381,157,474,1229,0.254,0.317,0.40700000000000003,0.725,2218,59,1071,2.5,5.38,0.89,1.41,212.1,145.2,326.0,113.0,29.0,27.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1831.66,4.3,6066,5447,1381,157,474,1229,0.254,0.317,0.40700000000000003,0.725,2218,59,1071,5.86,4.91,1.67,1.36,70.2,73.1,68.0,41.0,9.0,15.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1831.66,4.3,6066,5447,1381,157,474,1229,0.254,0.317,0.40700000000000003,0.725,2218,59,1071,4.12,4.44,1.19,1.22,91.2,170.1,96.0,157.0,15.0,21.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.98,5.71,1.34,1.45,167.1,121.1,140.0,92.0,23.0,28.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.58,6.4,0.8,1.53,223.0,71.2,300.0,57.0,36.0,17.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.5,3.99,0.89,1.31,212.1,203.0,326.0,147.0,29.0,23.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,5.59,4.21,1.81,1.4649999999999999,19.1,27.55,19.0,23.5,8.0,2.5
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.98,7.71,1.34,1.5,167.1,4.2,140.0,2.0,23.0,2.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,4.12,4.31,1.19,1.315,91.2,98.5,96.0,63.5,15.0,20.5
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.58,8.6975,0.8,1.8599999999999999,223.0,12.05,300.0,16.75,36.0,2.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.98,4.66,1.34,1.66,167.1,9.2,140.0,10.0,23.0,2.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.58,5.46,0.8,1.52,223.0,161.2,300.0,116.0,36.0,36.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.5,3.99,0.89,1.31,212.1,203.0,326.0,147.0,29.0,23.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.98,5.46,1.34,1.52,167.1,161.2,140.0,116.0,23.0,36.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,5.445,3.99,1.46,1.31,65.2,203.0,57.5,147.0,10.0,23.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.58,2.35,0.8,1.04,223.0,23.0,300.0,27.0,36.0,1.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.98,3.99,1.34,1.31,167.1,203.0,140.0,147.0,23.0,23.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,5.86,6.0,1.67,1.67,70.2,21.0,68.0,11.0,9.0,2.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.58,5.46,0.8,1.52,223.0,161.2,300.0,116.0,36.0,36.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.5,6.4,0.89,1.53,212.1,71.2,326.0,57.0,29.0,17.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.5,2.7,0.89,1.65,212.1,6.2,326.0,5.0,29.0,0.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,4.18,6087,5513,1402,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.96,5.46,1.01,1.52,104.1,161.2,93.5,116.0,10.5,36.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1096.82,4.69,6200,5498,1369,205,525,1380,0.249,0.321,0.409,0.73,2250,80,1101,3.95,2.75,1.1,0.97,41.0,196.1,40.0,231.0,6.0,25.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1096.82,4.69,6200,5498,1369,205,525,1380,0.249,0.321,0.409,0.73,2250,80,1101,2.5,3.7,0.89,1.27,212.1,48.2,326.0,52.0,29.0,6.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1096.82,4.69,6200,5498,1369,205,525,1380,0.249,0.321,0.409,0.73,2250,80,1101,3.98,3.35,1.34,1.41,167.1,174.2,140.0,136.0,23.0,22.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1260.34,4.42,6195,5475,1415,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,2.58,4.29,0.8,1.27,223.0,107.0,300.0,147.0,36.0,14.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1260.34,4.42,6195,5475,1415,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,2.5,3.05,0.89,1.08,212.1,194.2,326.0,240.0,29.0,15.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1260.34,4.42,6195,5475,1415,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,4.7,1.78,1.23,0.89,74.2,60.2,82.0,76.0,12.0,4.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1260.34,4.42,6195,5475,1415,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,3.98,3.85,1.34,1.05,167.1,133.1,140.0,114.0,23.0,23.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1260.34,4.42,6195,5475,1415,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,2.58,3.05,0.8,1.08,223.0,194.2,300.0,240.0,36.0,15.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1260.34,4.42,6195,5475,1415,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,2.5,4.13,0.89,1.0,212.1,141.2,326.0,117.0,29.0,15.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1260.34,4.42,6195,5475,1415,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,2.96,4.17,1.01,1.27,104.1,49.2,93.5,58.0,10.5,7.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,4.12,6.4350000000000005,1.19,1.615,91.2,56.650000000000006,96.0,60.0,15.0,16.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.58,8.59,0.8,1.98,223.0,44.0,300.0,30.0,36.0,8.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.5,3.59,0.89,1.24,212.1,208.1,326.0,200.0,29.0,30.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.58,6.4350000000000005,0.8,1.615,223.0,56.650000000000006,300.0,60.0,36.0,16.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.5,5.89,0.89,1.53,212.1,125.1,326.0,101.0,29.0,29.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,4.7,8.59,1.23,1.98,74.2,44.0,82.0,30.0,12.0,8.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,3.98,3.59,1.34,1.24,167.1,208.1,140.0,200.0,23.0,30.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.58,3.67,0.8,1.22,223.0,208.1,300.0,246.0,36.0,21.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.5,4.85,0.89,1.33,212.1,78.0,326.0,72.0,29.0,12.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,5.59,5.89,1.81,1.53,19.1,125.1,19.0,101.0,8.0,29.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,5.86,3.67,1.67,1.22,70.2,208.1,68.0,246.0,9.0,21.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.5,4.85,0.89,1.33,212.1,78.0,326.0,72.0,29.0,12.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,3.98,3.59,1.34,1.24,167.1,208.1,140.0,200.0,23.0,30.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.58,5.81,0.8,1.5,223.0,122.1,300.0,81.0,36.0,21.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.58,3.59,0.8,1.24,223.0,208.1,300.0,200.0,36.0,30.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,3.95,5.81,1.1,1.5,41.0,122.1,40.0,81.0,6.0,21.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,4.0,3.67,1.22,1.22,18.0,208.1,18.0,246.0,1.0,21.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.58,3.67,0.8,1.22,223.0,208.1,300.0,246.0,36.0,21.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-372.06,4.55,6163,5453,1308,194,555,1484,0.24,0.318,0.40399999999999997,0.722,2204,88,1093,2.5,4.96,0.89,1.57,212.1,45.1,326.0,33.0,29.0,3.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2077.45,4.38,6076,5477,1336,217,499,1387,0.244,0.312,0.42700000000000005,0.7390000000000001,2339,58,1036,2.5,5.445,0.89,1.46,212.1,65.2,326.0,57.5,29.0,10.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2077.45,4.38,6076,5477,1336,217,499,1387,0.244,0.312,0.42700000000000005,0.7390000000000001,2339,58,1036,5.86,5.96,1.67,1.57,70.2,45.1,68.0,22.0,9.0,9.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-2077.45,4.38,6076,5477,1336,217,499,1387,0.244,0.312,0.42700000000000005,0.7390000000000001,2339,58,1036,4.12,4.84,1.19,1.41,91.2,154.1,96.0,149.0,15.0,24.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,2077.45,4.38,6076,5477,1336,217,499,1387,0.244,0.312,0.42700000000000005,0.7390000000000001,2339,58,1036,3.98,4.84,1.34,1.41,167.1,154.1,140.0,149.0,23.0,24.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,2077.45,4.38,6076,5477,1336,217,499,1387,0.244,0.312,0.42700000000000005,0.7390000000000001,2339,58,1036,5.86,6.56,1.67,1.49,70.2,59.0,68.0,39.0,9.0,13.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,2077.45,4.38,6076,5477,1336,217,499,1387,0.244,0.312,0.42700000000000005,0.7390000000000001,2339,58,1036,2.58,4.796666666666667,0.8,1.3066666666666666,223.0,28.03333333333333,300.0,31.666666666666668,36.0,5.666666666666667
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,3.13,4.9,1.16,1.5,167.0,130.1,201.0,123.0,18.0,14.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,2.52,3.62,0.9,1.35,214.0,27.1,290.0,23.0,28.0,3.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,3.74,3.39,1.31,1.14,204.2,191.1,153.0,220.0,18.0,19.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,3.86,3.75,1.17,1.13,128.1,156.0,142.0,159.0,12.0,25.0
