Favorite-R/G,Favorite-PA,Favorite-AB,Favorite-H,Favorite-HR,Favorite-BB,Favorite-SO,Favorite-BA,Favorite-OBP,Favorite-SLG,Favorite-OPS,Favorite-TB,Favorite-HBP,Favorite-LOB,Result,Distance,R/G,PA,AB,H,HR,BB,SO,BA,OBP,SLG,OPS,TB,HBP,LOB,ERA_Starting,ERA_Opposing,WHIP_Starting,WHIP_Opposing,IP_Starting,IP_Opposing,K_Starting ,K_Opposing,HR_Starting,HR_Opposing
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-2012.74,3.84,6034,5507,1317,188,422,1412,0.239,0.298,0.391,0.6890000000000001,2153,57,1027,5.86,5.015000000000001,1.67,1.405,70.2,74.65,68.0,54.0,9.0,9.5
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2012.74,3.84,6034,5507,1317,188,422,1412,0.239,0.298,0.391,0.6890000000000001,2153,57,1027,3.98,4.79,1.34,1.35,167.1,161.2,140.0,162.0,23.0,29.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,2012.74,3.84,6034,5507,1317,188,422,1412,0.239,0.298,0.391,0.6890000000000001,2153,57,1027,3.98,4.79,1.34,1.35,167.1,161.2,140.0,162.0,23.0,29.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,2012.74,3.84,6034,5507,1317,188,422,1412,0.239,0.298,0.391,0.6890000000000001,2153,57,1027,5.445,5.595,1.46,1.37,65.2,54.650000000000006,57.5,41.0,10.0,10.5
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,2012.74,3.84,6034,5507,1317,188,422,1412,0.239,0.298,0.391,0.6890000000000001,2153,57,1027,2.58,4.92,0.8,1.31,223.0,82.1,300.0,80.0,36.0,17.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,2578.08,5.41,6302,5623,1509,208,569,1253,0.268,0.33899999999999997,0.45299999999999996,0.792,2550,55,1124,2.5,5.52,0.89,1.39,212.1,174.1,326.0,143.0,29.0,31.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,2578.08,5.41,6302,5623,1509,208,569,1253,0.268,0.33899999999999997,0.45299999999999996,0.792,2550,55,1124,5.59,5.43,1.81,1.53,19.1,56.1,19.0,49.0,8.0,7.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,2578.08,5.41,6302,5623,1509,208,569,1253,0.268,0.33899999999999997,0.45299999999999996,0.792,2550,55,1124,3.98,4.4,1.34,1.09,167.1,147.1,140.0,218.0,23.0,24.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2578.08,5.41,6302,5623,1509,208,569,1253,0.268,0.33899999999999997,0.45299999999999996,0.792,2550,55,1124,3.98,4.4,1.34,1.09,167.1,147.1,140.0,218.0,23.0,24.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2578.08,5.41,6302,5623,1509,208,569,1253,0.268,0.33899999999999997,0.45299999999999996,0.792,2550,55,1124,4.12,4.28,1.19,1.31,91.2,107.1,96.0,128.0,15.0,15.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-2578.08,5.41,6302,5623,1509,208,569,1253,0.268,0.33899999999999997,0.45299999999999996,0.792,2550,55,1124,2.58,3.81,0.8,1.33,223.0,203.1,300.0,213.0,36.0,24.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1513.59,4.05,6071,5523,1332,182,425,1594,0.24100000000000002,0.302,0.401,0.703,2217,66,1050,4.12,4.58,1.19,1.27,91.2,19.2,96.0,20.0,15.0,3.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1513.59,4.05,6071,5523,1332,182,425,1594,0.24100000000000002,0.302,0.401,0.703,2217,66,1050,2.58,7.98,0.8,1.76,223.0,58.2,300.0,41.0,36.0,12.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1513.59,4.05,6071,5523,1332,182,425,1594,0.24100000000000002,0.302,0.401,0.703,2217,66,1050,2.5,4.72,0.89,1.45,212.1,187.0,326.0,114.0,29.0,30.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1513.59,4.05,6071,5523,1332,182,425,1594,0.24100000000000002,0.302,0.401,0.703,2217,66,1050,5.59,3.41,1.81,1.06,19.1,176.2,19.0,228.0,8.0,24.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1513.59,4.05,6071,5523,1332,182,425,1594,0.24100000000000002,0.302,0.401,0.703,2217,66,1050,2.96,5.79,1.01,1.55,104.1,73.0,93.5,81.0,10.5,15.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1513.59,4.05,6071,5523,1332,182,425,1594,0.24100000000000002,0.302,0.401,0.703,2217,66,1050,4.83,4.72,1.3,1.45,69.0,187.0,72.0,114.0,13.0,30.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1513.59,4.05,6071,5523,1332,182,425,1594,0.24100000000000002,0.302,0.401,0.703,2217,66,1050,3.98,6.59,1.34,1.62,167.1,69.2,140.0,46.0,23.0,20.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1522.98,4.67,6369,5624,1453,167,576,1388,0.258,0.33299999999999996,0.41,0.7440000000000001,2308,78,1224,2.5,3.81,0.89,1.39,212.1,141.2,326.0,143.0,29.0,17.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1522.98,4.67,6369,5624,1453,167,576,1388,0.258,0.33299999999999996,0.41,0.7440000000000001,2308,78,1224,5.59,4.46,1.81,1.5,19.1,171.2,19.0,165.0,8.0,26.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1522.98,4.67,6369,5624,1453,167,576,1388,0.258,0.33299999999999996,0.41,0.7440000000000001,2308,78,1224,3.98,3.46,1.34,1.13,167.1,177.0,140.0,150.0,23.0,19.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1439.67,4.3,6240,5532,1404,172,559,1376,0.254,0.32799999999999996,0.401,0.7290000000000001,2221,65,1179,3.98,3.4,1.34,1.14,167.1,190.2,140.0,226.0,23.0,22.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1439.67,4.3,6240,5532,1404,172,559,1376,0.254,0.32799999999999996,0.401,0.7290000000000001,2221,65,1179,2.58,3.89,0.8,1.2,223.0,166.2,300.0,167.0,36.0,29.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1439.67,4.3,6240,5532,1404,172,559,1376,0.254,0.32799999999999996,0.401,0.7290000000000001,2221,65,1179,2.5,5.14,0.89,1.31,212.1,129.2,326.0,129.0,29.0,25.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1794.85,5.05,6300,5595,1447,216,554,1189,0.259,0.332,0.434,0.7659999999999999,2430,80,1147,2.5,5.09,0.89,1.28,212.1,106.14999999999999,326.0,126.5,29.0,17.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1794.85,5.05,6300,5595,1447,216,554,1189,0.259,0.332,0.434,0.7659999999999999,2430,80,1147,4.7,5.8,1.23,1.65,74.2,35.2,82.0,38.0,12.0,4.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1794.85,5.05,6300,5595,1447,216,554,1189,0.259,0.332,0.434,0.7659999999999999,2430,80,1147,4.12,3.28,1.19,1.05,91.2,214.1,96.0,259.0,15.0,31.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1794.85,5.05,6300,5595,1447,216,554,1189,0.259,0.332,0.434,0.7659999999999999,2430,80,1147,3.98,5.29,1.34,1.35,167.1,80.0,140.0,96.0,23.0,18.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1794.85,5.05,6300,5595,1447,216,554,1189,0.259,0.332,0.434,0.7659999999999999,2430,80,1147,2.58,3.28,0.8,1.05,223.0,214.1,300.0,259.0,36.0,31.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1794.85,5.05,6300,5595,1447,216,554,1189,0.259,0.332,0.434,0.7659999999999999,2430,80,1147,3.95,3.81,1.1,1.23,41.0,115.2,40.0,88.0,6.0,19.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1794.85,5.05,6300,5595,1447,216,554,1189,0.259,0.332,0.434,0.7659999999999999,2430,80,1147,2.5,4.5,0.89,1.75,212.1,4.0,326.0,2.0,29.0,2.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1415.17,4.79,6178,5541,1418,210,507,1397,0.256,0.322,0.435,0.757,2412,51,1067,3.95,4.76,1.1,1.2,41.0,174.0,40.0,175.0,6.0,29.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1415.17,4.79,6178,5541,1418,210,507,1397,0.256,0.322,0.435,0.757,2412,51,1067,3.98,7.25,1.34,1.74,167.1,89.1,140.0,57.0,23.0,18.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1415.17,4.79,6178,5541,1418,210,507,1397,0.256,0.322,0.435,0.757,2412,51,1067,2.96,4.76,1.01,1.2,104.1,174.0,93.5,175.0,10.5,29.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1415.17,4.79,6178,5541,1418,210,507,1397,0.256,0.322,0.435,0.757,2412,51,1067,2.5,7.25,0.89,1.74,212.1,89.1,326.0,57.0,29.0,18.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1781.36,3.89,6029,5494,1326,135,428,1341,0.24100000000000002,0.3,0.38,0.68,2085,52,1071,3.98,9.3,1.34,1.82,167.1,40.2,140.0,25.0,23.0,12.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1781.36,3.89,6029,5494,1326,135,428,1341,0.24100000000000002,0.3,0.38,0.68,2085,52,1071,2.58,5.77,0.8,1.86,223.0,57.2,300.0,45.0,36.0,9.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1781.36,3.89,6029,5494,1326,135,428,1341,0.24100000000000002,0.3,0.38,0.68,2085,52,1071,3.98,9.795,1.34,2.05,167.1,33.6,140.0,26.0,23.0,11.5
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1781.36,3.89,6029,5494,1326,135,428,1341,0.24100000000000002,0.3,0.38,0.68,2085,52,1071,5.445,4.61,1.46,1.44,65.2,148.1,57.5,146.0,10.0,14.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1781.36,3.89,6029,5494,1326,135,428,1341,0.24100000000000002,0.3,0.38,0.68,2085,52,1071,2.58,4.49,0.8,1.33,223.0,144.1,300.0,125.0,36.0,25.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1781.36,3.89,6029,5494,1326,135,428,1341,0.24100000000000002,0.3,0.38,0.68,2085,52,1071,2.5,6.91,0.89,1.52,212.1,112.0,326.0,82.0,29.0,19.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1037.17,3.94,6063,5505,1350,155,427,1310,0.245,0.305,0.392,0.6970000000000001,2156,67,1063,4.7,4.34,1.23,1.31,74.2,130.2,82.0,115.0,12.0,21.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1037.17,3.94,6063,5505,1350,155,427,1310,0.245,0.305,0.392,0.6970000000000001,2156,67,1063,4.12,6.33,1.19,1.47,91.2,123.2,96.0,109.0,15.0,27.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1037.17,3.94,6063,5505,1350,155,427,1310,0.245,0.305,0.392,0.6970000000000001,2156,67,1063,2.5,4.34,0.89,1.31,212.1,130.2,326.0,115.0,29.0,21.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1037.17,3.94,6063,5505,1350,155,427,1310,0.245,0.305,0.392,0.6970000000000001,2156,67,1063,2.96,5.154999999999999,1.01,1.665,104.1,45.5,93.5,34.5,10.5,9.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1614.32,4.63,6210,5542,1398,218,537,1458,0.252,0.32299999999999995,0.424,0.747,2352,58,1106,4.12,5.29,1.19,1.46,91.2,85.0,96.0,115.0,15.0,15.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1614.32,4.63,6210,5542,1398,218,537,1458,0.252,0.32299999999999995,0.424,0.747,2352,58,1106,2.58,3.62,0.8,1.14,223.0,121.2,300.0,143.0,36.0,12.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1614.32,4.63,6210,5542,1398,218,537,1458,0.252,0.32299999999999995,0.424,0.747,2352,58,1106,2.5,3.72,0.89,1.24,212.1,111.1,326.0,117.0,29.0,14.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1614.32,4.63,6210,5542,1398,218,537,1458,0.252,0.32299999999999995,0.424,0.747,2352,58,1106,2.96,3.9050000000000002,1.01,1.29,104.1,70.15,93.5,73.0,10.5,12.5
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-1702.18,4.56,6154,5526,1379,166,534,1328,0.25,0.318,0.405,0.723,2238,37,1087,4.12,3.51,1.19,1.21,91.2,159.0,96.0,178.0,15.0,16.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1702.18,4.56,6154,5526,1379,166,534,1328,0.25,0.318,0.405,0.723,2238,37,1087,3.98,4.01,1.34,1.16,167.1,146.0,140.0,140.0,23.0,23.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-1702.18,4.56,6154,5526,1379,166,534,1328,0.25,0.318,0.405,0.723,2238,37,1087,2.58,6.39,0.8,1.46,223.0,25.1,300.0,10.0,36.0,5.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1702.18,4.56,6154,5526,1379,166,534,1328,0.25,0.318,0.405,0.723,2238,37,1087,2.58,3.51,0.8,1.21,223.0,159.0,300.0,178.0,36.0,16.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1702.18,4.56,6154,5526,1379,166,534,1328,0.25,0.318,0.405,0.723,2238,37,1087,2.5,4.01,0.89,1.16,212.1,146.0,326.0,140.0,29.0,23.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1702.18,4.56,6154,5526,1379,166,534,1328,0.25,0.318,0.405,0.723,2238,37,1087,4.7,5.12,1.23,1.52,74.2,165.1,82.0,135.0,12.0,23.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1702.18,4.56,6154,5526,1379,166,534,1328,0.25,0.318,0.405,0.723,2238,37,1087,4.12,3.68,1.19,1.22,91.2,200.1,96.0,195.0,15.0,26.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,2.58,4.45,0.8,1.24,223.0,182.0,300.0,149.0,36.0,28.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,2.5,4.55,0.89,1.48,212.1,31.2,326.0,37.0,29.0,6.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,4.7,3.82,1.23,1.28,74.2,150.2,82.0,186.0,12.0,23.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,5.86,4.17,1.67,1.23,70.2,69.0,68.0,98.0,9.0,10.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,4.12,3.82,1.19,1.28,91.2,150.2,96.0,186.0,15.0,23.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,3.98,4.45,1.34,1.24,167.1,182.0,140.0,149.0,23.0,28.0
4.92,6146.0,5453.0,1390.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,2293.76,5.25,6271,5515,1374,267,625,1421,0.249,0.32899999999999996,0.451,0.7809999999999999,2490,62,1100,2.58,4.91,0.8,1.3,223.0,161.1,300.0,140.0,36.0,34.0
